File,Method,Precision,Recall,FSIM,PFOM
112082,Musan,0.155969382683323,0.916471962616822,0.453581720440139,0.0879202062003522
113009,Laplacian of Gaussian,0.586347494410101,0.547195286608568,0.802259719375481,0.374612148346557
113009,Prewitt,0.909602928752464,0.365715579710145,0.869040754384441,0.313110654537802
113009,Roberts,0.90829825616356,0.335405795492395,0.872053404204886,0.318538848941285
113009,Sobel,0.906162464985994,0.366655332653293,0.868741962825694,0.31358347949138
113009,Susan,0.686491043203372,0.8750805931657,0.292789266864861,0.342233379984801
113009,Musan,0.690632616297552,0.83195047230023,0.776467363073262,0.38960064162017
113016,Laplacian of Gaussian,0.256517970260719,0.651371486623772,0.663776892410428,0.282451944818468
113016,Prewitt,0.299828292167481,0.359860494610019,0.778279908606768,0.341804469558706
113016,Roberts,0.316326530612245,0.244967943939168,0.800120763645642,0.285026098540747
113016,Sobel,0.293819787068294,0.358864573422138,0.77346265598267,0.341663427600285
113016,Susan,0.274308261078599,0.953220417098744,0.421396373015486,0.1277041181663
113016,Musan,0.263448784082535,0.929376083188908,0.649370505591851,0.144179161618162
113044,Laplacian of Gaussian,0.213575500464006,0.680464625131996,0.65968391702893,0.255948769988724
113044,Prewitt,0.299113737075332,0.378151260504202,0.817058070571895,0.35573161678873
113044,Roberts,0.328158689090125,0.261646897025958,0.838343690189792,0.29670032303127
113044,Sobel,0.291939950444542,0.372304832713755,0.812570915046164,0.352717587743962
113044,Susan,0.245349164089759,0.98024577167019,0.281276111582898,0.119485216692392
113044,Musan,0.237778695293146,0.970263667761772,0.602950548669449,0.137126319513531
117054,Laplacian of Gaussian,0.297378120870714,0.626336604657976,0.701555418405729,0.304982323871321
117054,Prewitt,0.369942196531792,0.427151377449588,0.7884225613196,0.351911055272566
117054,Roberts,0.388878487174686,0.2938180789362,0.809048458501454,0.291244451636565
117054,Sobel,0.366727828746177,0.428469344004573,0.784855543691527,0.354363500034391
117054,Susan,0.287950125012176,0.935295048251859,0.546452393777282,0.126169772014952
117054,Musan,0.300760307111767,0.925766200908516,0.666121396086578,0.141653753882652
118020,Laplacian of Gaussian,0.417737003058104,0.59454492697553,0.682355561681979,0.368213355177762
118020,Prewitt,0.458223062381853,0.308947234259495,0.755560209843877,0.232161534444302
118020,Roberts,0.458036490008688,0.229616724738676,0.77028497351262,0.207145032398353
118020,Sobel,0.453177465489367,0.311160447442575,0.752996553484894,0.234172292621505
118020,Susan,0.40196617626839,0.920135337162641,0.444073643518189,0.170623750400475
118020,Musan,0.410396264617165,0.920226072454369,0.616305989505908,0.196566448367129
118035,Laplacian of Gaussian,0.488247145735393,0.499484713156991,0.863621601876168,0.354106645391622
118035,Prewitt,0.644354018311292,0.520716869450839,0.885682299338915,0.37050922916871
118035,Roberts,0.696135617936566,0.601133322839603,0.895466577736631,0.4487194977165
118035,Sobel,0.652307692307692,0.524492825333993,0.886507268741089,0.373860188056546
118035,Susan,0.697298818232977,0.889710634020248,0.722099861275101,0.304645660697426
118035,Musan,0.697571292127166,0.863525040114855,0.872085061798379,0.345137721048235
12003,Laplacian of Gaussian,0.353398058252427,0.513640639698965,0.725877927628659,0.301077187393568
12003,Prewitt,0.496515409632956,0.395460712964105,0.816713235265761,0.28030360916597
12003,Roberts,0.509049773755656,0.330963471439078,0.823437183240578,0.252586987897428
12003,Sobel,0.493457090687766,0.400074019245004,0.81364678901747,0.282029375719148
12003,Susan,0.386945479867284,0.947159973930917,0.190915147616837,0.151008706047784
12003,Musan,0.385902525085456,0.903627678801962,0.622588658075222,0.173788500891498
12074,Laplacian of Gaussian,0.303521022136384,0.399647887323944,0.814839591672773,0.279795010453498
12074,Prewitt,0.430787878787879,0.346664065548186,0.869885070573679,0.280469551058486
12074,Roberts,0.463385919472569,0.369230769230769,0.874589767039444,0.301126973025206
12074,Sobel,0.432558139534884,0.345184606368431,0.869452599680533,0.280527111749898
12074,Susan,0.327725162488394,0.811253102877632,0.268591138046897,0.141656002914714
12074,Musan,0.368914161927972,0.743019197207679,0.807129340264522,0.180847815097938
122048,Laplacian of Gaussian,0.340144644702101,0.515842618384401,0.788634781076542,0.349408743642956
122048,Prewitt,0.394209354120267,0.313930990003225,0.846125718794879,0.277080163846288
122048,Roberts,0.433471074380165,0.319817073170732,0.854523696507919,0.290371455531323
122048,Sobel,0.392445970511008,0.313185041908446,0.84518348792373,0.275895449319428
122048,Susan,0.333693191711649,0.812515899262274,0.451931279861729,0.161584070329142
122048,Musan,0.365602387473938,0.804081999640352,0.778994507832252,0.191522134958299
124084,Laplacian of Gaussian,0.544520910534674,0.58945558739255,0.766207194022459,0.406351380351208
124084,Prewitt,0.61897889229659,0.375835250301238,0.814519252306475,0.306339255557953
124084,Roberts,0.643423507462687,0.300250299270867,0.819663839614449,0.279263917204665
124084,Sobel,0.616268466168156,0.371768071294972,0.813656305682179,0.30477646312398
124084,Susan,0.595400205842768,0.822451881014873,0.299634504634923,0.278839682175155
124084,Musan,0.597568358389668,0.772466414503717,0.795178695858286,0.326626648840966
126039,Laplacian of Gaussian,0.493367805755396,0.383989501312336,0.752430693328449,0.31106625692426
126039,Prewitt,0.647534013605442,0.252738134749419,0.803834887411247,0.250734933497963
126039,Roberts,0.695586326265686,0.266827122582787,0.809401590569017,0.26561336722192
126039,Sobel,0.646810308407267,0.254636174636175,0.803033849296042,0.252309494463608
126039,Susan,0.629345603271984,0.564517053597019,0.552572314263271,0.396865483223995
126039,Musan,0.640388596910336,0.515645037189023,0.780474230432413,0.383157471564381
130034,Laplacian of Gaussian,0.102425381688139,0.666269012824336,0.487245822993248,0.0933087861773167
130034,Prewitt,0.165096272019664,0.208646129950815,0.825239529131155,0.190345930048183
130034,Roberts,0.1671388101983,0.0687645687645688,0.886388771459932,0.0858382673186486
130034,Sobel,0.155619008770141,0.199164708953276,0.820266210673458,0.185953412365191
130034,Susan,0.10120840599623,0.995926503726816,0.469581058253408,0.0389042882494306
130034,Musan,0.10112101969235,0.994364292155095,0.207834609306775,0.0451142520291335
134008,Laplacian of Gaussian,0.120639322726609,0.660143769968051,0.687426920920742,0.122907768949322
134008,Prewitt,0.146892655367232,0.264262295081967,0.864419064457592,0.159402941281975
134008,Roberts,0.122448979591837,0.188146754468485,0.871565729701756,0.140431560405708
134008,Sobel,0.147483345669874,0.262516469038208,0.863998115096889,0.162766463826747
134008,Susan,0.168273075466139,0.814754432443448,0.35060996495803,0.0900920449927129
134008,Musan,0.15839243498818,0.746789435425248,0.813571854054237,0.0981373022437876
134052,Laplacian of Gaussian,0.139466840052016,0.398328690807799,0.643596592879795,0.149358797820488
134052,Prewitt,0.199715615305067,0.277030661646046,0.795097579313653,0.232970997341783
134052,Roberts,0.214913708889613,0.236559139784946,0.810679479946023,0.231149402548785
134052,Sobel,0.197386960420136,0.276313430159584,0.792842864141406,0.229541845530644
134052,Susan,0.173625639884264,0.73971173904798,0.508043754095267,0.0851121272752877
134052,Musan,0.175861876603816,0.691716950082282,0.671373411166807,0.0969089393172226
135037,Laplacian of Gaussian,0.622690719408824,0.60506863780359,0.889919604560492,0.404816830867303
135037,Prewitt,0.738720141551165,0.478967495219885,0.904664128888283,0.33526507467837
135037,Roberts,0.804359673024523,0.511080332409972,0.912243812881627,0.36504282158415
135037,Sobel,0.73910447761194,0.476153846153846,0.904540415438974,0.3336072154196
135037,Susan,0.597074744951072,0.86724124896046,0.681569883855972,0.205763946521161
135037,Musan,0.688217323094707,0.803605861935981,0.876239576268649,0.278772824404945
135069,Laplacian of Gaussian,0.669047619047619,0.856707317073171,0.978378439736326,0.578273979142246
135069,Prewitt,0.797178130511464,0.887144259077527,0.984699049984616,0.593534949468546
135069,Roberts,0.824397824397824,0.949865711727842,0.987407110133093,0.677607995495882
135069,Sobel,0.798922800718133,0.871694417238002,0.984490395713902,0.585981185727829
135069,Susan,0.892559332905709,0.990744037023852,0.949260512261641,0.563435393953718
135069,Musan,0.894363568495707,0.991721854304636,0.988406799594495,0.627414334201273
138032,Laplacian of Gaussian,0.155280685061846,0.443558615691248,0.602003302889255,0.147445841591878
138032,Prewitt,0.230018825945576,0.224861970888406,0.791673315677889,0.208217524839606
138032,Roberts,0.286211901306241,0.157407407407407,0.832312069267593,0.167849698100284
138032,Sobel,0.229029535864979,0.228374284752609,0.787546144263934,0.211356914260882
138032,Susan,0.153370311565664,0.959308699297092,0.430213276046049,0.0586894687736703
138032,Musan,0.158969681894812,0.949174917491749,0.320975172572583,0.0724430443441751
138078,Laplacian of Gaussian,0.387927960057061,0.732861714670709,0.759641738755244,0.339805630770029
138078,Prewitt,0.625087719298246,0.577284510693454,0.862331902239961,0.406508913140784
138078,Roberts,0.678232044198895,0.539746746394654,0.875763515266609,0.429142414792887
138078,Sobel,0.621339950372208,0.609146934803763,0.85971124217122,0.419225942704347
138078,Susan,0.453924742059478,0.980552824210641,0.33150201750731,0.182713746585931
138078,Musan,0.454087144400432,0.979480872548385,0.664141685990464,0.202380984840181
140055,Laplacian of Gaussian,0.271252390687859,0.517684078036501,0.635112436371669,0.270879002151869
140055,Prewitt,0.272653458915232,0.172523633374435,0.773887730200709,0.15801290732006
140055,Roberts,0.253652392947103,0.0992313756405203,0.790908098831508,0.10325441877041
140055,Sobel,0.272034996759559,0.172134508919418,0.769931955363277,0.155927708060451
140055,Susan,0.26320791636384,0.862376358529735,0.228270830164471,0.128279089054608
140055,Musan,0.26209086468002,0.837924180036916,0.519868576667158,0.144445075649924
140075,Laplacian of Gaussian,0.367439516129032,0.55374097987087,0.704430991360897,0.362814080535296
140075,Prewitt,0.439720529210644,0.359985396129974,0.792177040764378,0.310815156712948
140075,Roberts,0.499626447515876,0.313121854149596,0.80346772024542,0.298526836190426
140075,Sobel,0.43148899188876,0.362717642761476,0.787444048461494,0.311444613648719
140075,Susan,0.369132799084144,0.897581627327031,0.254932741233762,0.179845919786936
140075,Musan,0.387533408052418,0.889394538979027,0.647018031972699,0.214243065325028
144067,Laplacian of Gaussian,0.193948308468166,0.437026515151515,0.680268902997496,0.219885094434124
144067,Prewitt,0.207337553287689,0.219953405509113,0.777327021819972,0.207308903722687
144067,Roberts,0.215336948102246,0.150128257054138,0.80060777027009,0.173524583257816
144067,Sobel,0.206665808776219,0.221456150027579,0.774402553377291,0.210012803814223
144067,Susan,0.174237661112858,0.880530621971563,0.557588609169482,0.0963007040653649
144067,Musan,0.189635138275622,0.902347737325621,0.642316638786889,0.112203915311644
145014,Laplacian of Gaussian,0.428362573099415,0.600779167521017,0.699113178053666,0.368639659833353
145014,Prewitt,0.506989386487186,0.388206144697721,0.774619257632696,0.298333422306364
145014,Roberts,0.521633051398829,0.319708902402552,0.791548013032918,0.278286926761428
145014,Sobel,0.502171136653895,0.390427961473538,0.772158059738549,0.299683798257432
145014,Susan,0.401226391954869,0.928974368682088,0.460331200893162,0.153627104634161
145014,Musan,0.40917800719537,0.915962708451876,0.64507074371782,0.171590942933821
145053,Laplacian of Gaussian,0.355549279864445,0.578717536198575,0.703237940418368,0.352404221186999
145053,Prewitt,0.31743634009495,0.3061712977417,0.765827181956663,0.259337989108306
145053,Roberts,0.307200828872388,0.172283556072051,0.767497580002177,0.183191257303744
145053,Sobel,0.322874823580502,0.311120410084737,0.766414623119216,0.261865714253103
145053,Susan,0.375675065552989,0.950276728454713,0.479004398698891,0.168825450638416
145053,Musan,0.383330566852021,0.938865738388048,0.660982217892301,0.19148529296376
147021,Laplacian of Gaussian,0.149681355193638,0.617805755395683,0.699427555494443,0.154632102161523
147021,Prewitt,0.259083995267872,0.295432645981885,0.867214792952003,0.261096111433822
147021,Roberts,0.358923512747875,0.246162813289295,0.887773584027111,0.24571711377826
147021,Sobel,0.267872523686477,0.301064859632139,0.867486588325307,0.264790297291911
147021,Susan,0.152415867953376,0.906167530055713,0.335677651576726,0.0749745967656544
147021,Musan,0.19091317029392,0.919891891891892,0.606911632148135,0.104631166940638
147062,Laplacian of Gaussian,0.256602088102284,0.711895910780669,0.615597412079792,0.220267084470765
147062,Prewitt,0.378263185935003,0.426490464033639,0.792158247626463,0.322307974061367
147062,Roberts,0.437926675094817,0.261473429951691,0.82854183598664,0.250405688116273
147062,Sobel,0.378307226536791,0.431920649233544,0.788512129262867,0.324439510669233
147062,Susan,0.210488123013613,0.982675071829838,0.59660027807113,0.0714086600050196
147062,Musan,0.224053762759145,0.984264030079376,0.445901786332925,0.0812596397151467
15004,Laplacian of Gaussian,0.385741088180113,0.41945487187857,0.642111297033418,0.319277962342694
15004,Prewitt,0.43457667258733,0.213217138707335,0.715678064913663,0.194250149547488
15004,Roberts,0.460534366714257,0.158958113340373,0.732537908264292,0.161410077452689
15004,Sobel,0.426371095436879,0.216015169194866,0.712252471155173,0.19751911091927
15004,Susan,0.373844731977819,0.916105862559855,0.421888699699827,0.158824579668156
15004,Musan,0.375265216814746,0.881512343275446,0.57219544871275,0.180406195267384
15088,Laplacian of Gaussian,0.0774472328402859,0.68462291870715,0.731328163921817,0.0904651866691428
15088,Prewitt,0.184617213504517,0.685348631950574,0.884145898791596,0.203305171441729
15088,Roberts,0.284840244731475,0.619517003449975,0.923249319360143,0.376693891683695
15088,Sobel,0.185387131952017,0.682122157824342,0.883770913549744,0.207015884168309
15088,Susan,0.0943140207067046,0.905586293057291,0.558247404444895,0.0505294022766182
15088,Musan,0.104106160421242,0.8970498474059,0.6788980798155,0.0606924785058793
151087,Laplacian of Gaussian,0.27744874715262,0.677922077922078,0.719808830926446,0.32686422734454
151087,Prewitt,0.440579710144928,0.418732782369146,0.84211018793455,0.356826444402221
151087,Roberts,0.55245766212309,0.41796875,0.86475455534527,0.387101614806772
151087,Sobel,0.434460710079085,0.418680071347495,0.8387778579663,0.356671667013646
151087,Susan,0.265267813998439,0.963285415401228,0.57811441642704,0.138718254213145
151087,Musan,0.282392026578073,0.9445954589063,0.638805203189775,0.16633097800289
153077,Laplacian of Gaussian,0.36172260315169,0.356490812092472,0.75832203490009,0.296777993196355
153077,Prewitt,0.499612703330751,0.205763504891536,0.826129889607424,0.203311032206204
153077,Roberts,0.600764930862018,0.210082304526749,0.838073933009572,0.211390858803122
153077,Sobel,0.503278258589038,0.204518810614942,0.825729012513112,0.202890486061479
153077,Susan,0.420931971093945,0.59353478566409,0.348019341370482,0.22337973372227
153077,Musan,0.48491317961856,0.53443137254902,0.784133824448164,0.297075436924053
153093,Laplacian of Gaussian,0.523198504418763,0.518309622022056,0.710657630991561,0.364080106842364
153093,Prewitt,0.63421534365119,0.30234034113447,0.776016618550293,0.262792130605869
153093,Roberts,0.644639934533552,0.234135829989597,0.782775496875924,0.223400848677732
153093,Sobel,0.631832530320651,0.302113123609787,0.774982739563236,0.262910745137767
153093,Susan,0.581835431677735,0.858759414146766,0.245068679847959,0.267535867899934
153093,Musan,0.599880045159469,0.795648104819841,0.716794542450131,0.322115618561812
155060,Laplacian of Gaussian,0.30471982607476,0.620271234832263,0.675310427956239,0.347567845620928
155060,Prewitt,0.505658999634903,0.347596938135274,0.824651685160074,0.305123089715238
155060,Roberts,0.573678861788618,0.279940490949665,0.839028871077993,0.279772111741146
155060,Sobel,0.509556437071763,0.354135338345865,0.822806227866949,0.307773871207225
155060,Susan,0.360204020641151,0.964933817250214,0.236741414589802,0.182932160170327
155060,Musan,0.355246216262177,0.955439398889252,0.544907565198437,0.204018855220073
156079,Laplacian of Gaussian,0.365728328865058,0.377972754560148,0.749376621714553,0.31243643041571
156079,Prewitt,0.511247928013261,0.218743667679838,0.822707393959929,0.213202696819283
156079,Roberts,0.573372206025267,0.233848592944907,0.827264582429065,0.225308078226203
156079,Sobel,0.504201680672269,0.218978102189781,0.820893373312081,0.213256972724201
156079,Susan,0.436591256345803,0.614882687768985,0.326721501250587,0.254681319531564
156079,Musan,0.434363156081314,0.578729915837796,0.76440512995542,0.286404604485571
157036,Laplacian of Gaussian,0.375705455522709,0.724352331606218,0.747879384590948,0.413643343884983
157036,Prewitt,0.598124797930812,0.605069501226492,0.859042442290829,0.467427469879837
157036,Roberts,0.678049639148037,0.596839169507282,0.876822204255197,0.503670554427449
157036,Sobel,0.614581607290804,0.606739734991003,0.859201046953058,0.468905827797381
157036,Susan,0.33322916858146,0.970605557637736,0.223476726820191,0.146574487620129
157036,Musan,0.324208485892742,0.965554842847979,0.492890239008043,0.16317051160509
159029,Laplacian of Gaussian,0.203706323383788,0.39718659495242,0.643076195661709,0.206457604852719
159029,Prewitt,0.235688729874776,0.189500179791442,0.767029615989957,0.167770193450886
159029,Roberts,0.242537313432836,0.137695657290809,0.78753020319601,0.138343913367685
159029,Sobel,0.234963794886951,0.190990990990991,0.762481387965333,0.169148894719447
159029,Susan,0.198734971109836,0.894098577174761,0.382498086356942,0.0867633977591259
159029,Musan,0.211769860797465,0.879725567068048,0.469155572203958,0.103399564792217
159045,Laplacian of Gaussian,0.385119951412086,0.5647991449185,0.606351729768491,0.401295011937806
159045,Prewitt,0.575353218210361,0.28323029366306,0.750738663026644,0.254667581178205
159045,Roberts,0.630573248407643,0.201462164606572,0.763464347514249,0.212197730926507
159045,Sobel,0.569157147267675,0.286903742899385,0.747967172604256,0.258554609667758
159045,Susan,0.365838216474709,0.944757531482641,0.254768694792165,0.173211605883998
159045,Musan,0.3838073881742,0.94035029742234,0.417929172952836,0.20595583509077
159091,Laplacian of Gaussian,0.242566878481211,0.622007644337155,0.706552156793746,0.242112384413857
159091,Prewitt,0.399220867208672,0.45519505600618,0.845499175895774,0.359466584148408
159091,Roberts,0.433857744294261,0.379163439194423,0.860231230542436,0.343597850994921
159091,Sobel,0.395693135935397,0.454932301740812,0.841447308160749,0.358802258939558
159091,Susan,0.248930301637257,0.944265593561368,0.321548379195292,0.103599525480804
159091,Musan,0.267774386797785,0.93304450571091,0.608576362036722,0.124476049542985
16052,Laplacian of Gaussian,0.265589782118708,0.386127799016931,0.707606178367918,0.231929171381265
16052,Prewitt,0.375542857142857,0.209432759719567,0.813333414053066,0.169850406375178
16052,Roberts,0.379636363636364,0.124686492296668,0.832309200146769,0.10643975968101
16052,Sobel,0.376676517390316,0.212163892445583,0.812442929032296,0.172358816291031
16052,Susan,0.303747794253207,0.812411947027332,0.223398922508735,0.124793724571684
16052,Musan,0.337024360781156,0.657050338534001,0.698066435628452,0.182852584568202
161062,Laplacian of Gaussian,0.208260105448155,0.802573653911277,0.76711387582323,0.228252275349837
161062,Prewitt,0.419483518790678,0.604355716878403,0.903067207887981,0.456792889969933
161062,Roberts,0.407568744895181,0.466791393826006,0.905486804145304,0.398388895139543
161062,Sobel,0.414735099337748,0.615101289134438,0.900104394832598,0.462125029575112
161062,Susan,0.362796040037193,0.935411084473276,0.620450761248321,0.211068222778286
161062,Musan,0.338081959262852,0.936523929471033,0.797502150434485,0.22302833391848
163014,Laplacian of Gaussian,0.285195707070707,0.66654371080782,0.736197445766677,0.334200454989636
163014,Prewitt,0.404300423985463,0.425294679834342,0.835998640988151,0.366728351378736
163014,Roberts,0.428212114860616,0.318770479013887,0.850261630809648,0.321203487070953
163014,Sobel,0.400482873094915,0.423353006859148,0.832530026780233,0.365031005147767
163014,Susan,0.339168428470754,0.915747012710252,0.62563799318488,0.193848034336238
163014,Musan,0.333795541997435,0.900158923062541,0.706089204988373,0.223092367518003
163062,Laplacian of Gaussian,0.236778758479831,0.51126161600252,0.68772009854448,0.237178028406755
163062,Prewitt,0.287796976241901,0.281638044914135,0.790851617883048,0.225226339755917
163062,Roberts,0.298036882807852,0.200106510451338,0.813056211910962,0.183558847939217
163062,Sobel,0.285068493150685,0.275446724023825,0.788532223985593,0.221976123297613
163062,Susan,0.243038356341395,0.813861243329006,0.636492631118317,0.108186538460134
163062,Musan,0.249020402648291,0.773849512932482,0.668494153970316,0.126672506108372
164074,Laplacian of Gaussian,0.0972575434737783,0.303452712845807,0.655728930107542,0.0957967238929572
164074,Prewitt,0.0587162239197355,0.0959388971684054,0.734126983522237,0.0557228061484634
164074,Roberts,0.0715287517531557,0.0750828119249172,0.794827798453667,0.0706928889258711
164074,Sobel,0.0605749486652977,0.0990117471564423,0.732382409351037,0.0570337595441215
164074,Susan,0.109855233019447,0.80531167690957,0.517492602814141,0.0474864929026981
164074,Musan,0.109594822734947,0.781344032096289,0.649686580033504,0.0531671755020176
166081,Laplacian of Gaussian,0.387667480938634,0.585663162603444,0.678505201438109,0.393863067140799
166081,Prewitt,0.612384473197782,0.321963070942663,0.818376929253052,0.266596130505188
166081,Roberts,0.667723835081727,0.269389763779528,0.830795727424334,0.259647875842456
166081,Sobel,0.608968444362428,0.3196745132229,0.815454982560467,0.26373459463888
166081,Susan,0.42861929359207,0.851414309484193,0.208840212919236,0.226405469875971
166081,Musan,0.418447317301896,0.81670806641391,0.608634578888209,0.249598039617403
169012,Laplacian of Gaussian,0.16,0.197884458909683,0.586511731380915,0.20692722350186
169012,Prewitt,0.228374695165686,0.123210277842272,0.73095070966621,0.155223283098317
169012,Roberts,0.285409100619526,0.100458681103842,0.768042806928001,0.136143679395017
169012,Sobel,0.22914875322442,0.123551228558183,0.727568469288443,0.155178139123426
169012,Susan,0.154249545555599,0.638845258083735,0.379408560313913,0.091066912982212
169012,Musan,0.163588207800301,0.582111617592707,0.392748220550321,0.112250432002235
170054,Laplacian of Gaussian,0.355756044749188,0.599343385214008,0.684371968537521,0.329270958655555
170054,Prewitt,0.463573222993941,0.344952716076534,0.798462615428591,0.284659883352527
